genre,lex_clean,frequency
Narrative,VBX/,1
Narrative,VBXH=/,1
Narrative,VBX[,1
Narrative,VWBH/,1
Narrative,XB>[,1
Narrative,XCB[,1
Narrative,XDC=/,1
Narrative,XDC[,1
Narrative,XDR/,1
Narrative,XFK[,1
Narrative,XLB=/,1
Narrative,XLJL/,1
Narrative,XMC[,1
Narrative,XMDH/,1
Narrative,XNH[,1
Narrative,XPF[,1
Narrative,XRC=[,1
Narrative,XRC[,1
Narrative,XRD[,1
Narrative,XRJ==/,1
Narrative,XRPH/,1
Narrative,XTMT/,1
Narrative,XV>/,1
Narrative,XV>T/,1
Narrative,XVH/,1
Narrative,XWL/,1
Narrative,XWS[,1
Narrative,XWTM/,1
Narrative,Y<JRH/,1
Narrative,Y<QH/,1
Narrative,YB>/,1
Narrative,YDQH/,1
Narrative,YMD/,1
Narrative,YNM/,1
Narrative,Z<P[,1
Narrative,ZJT/,1
Narrative,ZMRH=/,1
Narrative,ZNWNJM/,1
Poetry_Wisdom,KL/,83
Poetry_Wisdom,DRK/,44
Poetry_Wisdom,BN/,43
Poetry_Wisdom,LB/,42
Poetry_Wisdom,RC</,39
Poetry_Wisdom,>LHJM/,35
Poetry_Wisdom,NPC/,31
Poetry_Wisdom,PNH/,31
Poetry_Wisdom,NTN[,30
Poetry_Wisdom,PH/,28
Poetry_Wisdom,<JN/,27
Poetry_Wisdom,YDJQ/,27
Poetry_Wisdom,>RY/,26
Poetry_Wisdom,HLK[,26
Poetry_Wisdom,JWM/,25
Poetry_Wisdom,>JN/,24
Poetry_Wisdom,CM<[,24
Poetry_Wisdom,CMR[,24
Poetry_Wisdom,>MR[,23
Poetry_Wisdom,JD<[,23
Poetry_Wisdom,FPH/,21
Poetry_Wisdom,JD/,21
Poetry_Wisdom,XJJM/,20
Poetry_Wisdom,XKMH/,20
Poetry_Wisdom,>RX/,19
Poetry_Wisdom,BW>[,19
Poetry_Wisdom,HJH[,19
Poetry_Wisdom,MY>[,19
Poetry_Wisdom,QR>[,19
Poetry_Wisdom,<FH[,18
Poetry_Wisdom,>JB[,18
Poetry_Wisdom,>JC/,18
Poetry_Wisdom,R</,18
Poetry_Wisdom,RGL/,18
Poetry_Wisdom,BJT/,17
Poetry_Wisdom,CWB[,17
Poetry_Wisdom,YDQ/,17
Poetry_Wisdom,>DM/,16
Poetry_Wisdom,>MR/,16
Poetry_Wisdom,CM/,16
Poetry_Wisdom,MLK/,16
Poetry_Wisdom,D<T/,15
Poetry_Wisdom,FN>[,15
Poetry_Wisdom,KBWD/,15
Poetry_Wisdom,KWN[,15
Poetry_Wisdom,MZMWR/,15
Poetry_Wisdom,NF>[,15
Poetry_Wisdom,QWM[,15
Poetry_Wisdom,R>C/,15
Poetry_Wisdom,VWB/,15
Poetry_Wisdom,<WLM/,14
Poetry_Wisdom,>L/,14
Poetry_Wisdom,MCPV/,14
Poetry_Wisdom,MWSR/,14
Poetry_Wisdom,NYX[,14
Poetry_Wisdom,R>H[,14
Poetry_Wisdom,CMJM/,13
Poetry_Wisdom,NYL[,13
Poetry_Wisdom,NYR[,13
Poetry_Wisdom,RB/,13
Poetry_Wisdom,<M/,12
Poetry_Wisdom,>HB[,12
Poetry_Wisdom,BJN[,12
Poetry_Wisdom,GWJ/,12
Poetry_Wisdom,JC<[,12
Poetry_Wisdom,JCB[,12
Poetry_Wisdom,LQX[,12
Poetry_Wisdom,MWT/,12
Poetry_Wisdom,NVH[,12
Poetry_Wisdom,QWL/,12
Poetry_Wisdom,<NH[,11
Poetry_Wisdom,<ZB[,11
Poetry_Wisdom,>BD[,11
Poetry_Wisdom,CJT[,11
Poetry_Wisdom,MJM/,11
Poetry_Wisdom,RWM[,11
Poetry_Wisdom,XSD/,11
Poetry_Wisdom,>CH/,10
Poetry_Wisdom,BJNH/,10
Poetry_Wisdom,BVX[,10
Poetry_Wisdom,DBR/,10
Poetry_Wisdom,DBR[,10
Poetry_Wisdom,JCW<H/,10
Poetry_Wisdom,LCWN/,10
Poetry_Wisdom,<BR[,9
Poetry_Wisdom,<NJ/,9
Poetry_Wisdom,<T/,9
Poetry_Wisdom,BWC[,9
Poetry_Wisdom,CKX[,9
Poetry_Wisdom,JCR/,9
Poetry_Wisdom,JR>H/,9
Poetry_Wisdom,KN,9
Poetry_Wisdom,LBB/,9
Poetry_Wisdom,M<GL/,9
Poetry_Wisdom,MYWH/,9
Poetry_Wisdom,NGD/,9
Poetry_Wisdom,NPL[,9
Poetry_Wisdom,PTJ/,9
Poetry_Wisdom,QCB[,9
Poetry_Wisdom,SWR[,9
Poetry_Wisdom,TBWNH/,9
Poetry_Wisdom,TWRH/,9
Poetry_Wisdom,XKM/,9
Poetry_Wisdom,XSH[,9
Poetry_Wisdom,>P/,8
Poetry_Wisdom,>WN=/,8
Poetry_Wisdom,>ZN/,8
Poetry_Wisdom,C>WL/,8
Poetry_Wisdom,CKN[,8
Poetry_Wisdom,CPV[,8
Poetry_Wisdom,DRC[,8
Poetry_Wisdom,FMX[,8
Poetry_Wisdom,GJL[,8
Poetry_Wisdom,JMJN/,8
Poetry_Wisdom,JY>[,8
Poetry_Wisdom,KSP/,8
Poetry_Wisdom,LJLH/,8
Poetry_Wisdom,ML>[,8
Poetry_Wisdom,MZMH/,8
Poetry_Wisdom,P<L[,8
Poetry_Wisdom,QDC/,8
Poetry_Wisdom,R<=/,8
Poetry_Wisdom,TMJM/,8
Poetry_Wisdom,TXT/,8
Poetry_Wisdom,XMS/,8
Poetry_Wisdom,YPN[,8
Poetry_Wisdom,ZKR[,8
Poetry_Wisdom,<D/,7
Poetry_Wisdom,<NW/,7
Poetry_Wisdom,<TH,7
Poetry_Wisdom,>B/,7
Poetry_Wisdom,>C/,7
Poetry_Wisdom,>KL[,7
Poetry_Wisdom,>Z,7
Poetry_Wisdom,BRKH/,7
Poetry_Wisdom,CKB[,7
Poetry_Wisdom,CLX[,7
Poetry_Wisdom,DM/,7
Poetry_Wisdom,GM,7
Poetry_Wisdom,HR/,7
Poetry_Wisdom,JC</,7
Poetry_Wisdom,JSP[,7
Poetry_Wisdom,KP/,7
Poetry_Wisdom,KSJL/,7
Poetry_Wisdom,M<V/,7
Poetry_Wisdom,MWV[,7
Poetry_Wisdom,PTX/,7
Poetry_Wisdom,SPR[,7
Poetry_Wisdom,TWK/,7
Poetry_Wisdom,TWKXT/,7
Poetry_Wisdom,YDQH/,7
Poetry_Wisdom,YRH/,7
Poetry_Wisdom,ZR/,7
Poetry_Wisdom,<YH/,6
Poetry_Wisdom,>M/,6
Poetry_Wisdom,>MT/,6
Poetry_Wisdom,>WJL/,6
Poetry_Wisdom,BRK[,6
Poetry_Wisdom,BVX/,6
Poetry_Wisdom,BXR[,6
Poetry_Wisdom,C<R/,6
Poetry_Wisdom,DWR/,6
Poetry_Wisdom,JRD[,6
Poetry_Wisdom,LXM/,6
Poetry_Wisdom,MGN/,6
Poetry_Wisdom,MRWM/,6
Poetry_Wisdom,PLV[,6
Poetry_Wisdom,R<H/,6
Poetry_Wisdom,RWX/,6
Poetry_Wisdom,STR[,6
Poetry_Wisdom,TBL/,6
Poetry_Wisdom,THPKWT/,6
Poetry_Wisdom,TMK[,6
Poetry_Wisdom,XKM[,6
Poetry_Wisdom,XN/,6
Poetry_Wisdom,XSR/,6
Poetry_Wisdom,YRR=[,6
Poetry_Wisdom,ZR</,6
Poetry_Wisdom,<ML/,5
Poetry_Wisdom,<PR/,5
Poetry_Wisdom,>CR=/,5
Poetry_Wisdom,>P,5
Poetry_Wisdom,>RB[,5
Poetry_Wisdom,>RJH/,5
Poetry_Wisdom,CNH/,5
Poetry_Wisdom,CNH=/,5
Poetry_Wisdom,DRK[,5
Poetry_Wisdom,FB<[,5
Poetry_Wisdom,FKL[,5
Poetry_Wisdom,HLL[,5
Poetry_Wisdom,HWN/,5
Poetry_Wisdom,JKX[,5
Poetry_Wisdom,JR>/,5
Poetry_Wisdom,JRH[,5
Poetry_Wisdom,KBD[,5
Poetry_Wisdom,LMD[,5
Poetry_Wisdom,LY/,5
Poetry_Wisdom,MJCRJM/,5
Poetry_Wisdom,NKRJ/,5
Poetry_Wisdom,NQJ/,5
Poetry_Wisdom,NTJBH/,5
Poetry_Wisdom,NYX/,5
Poetry_Wisdom,PC</,5
Poetry_Wisdom,PXD/,5
Poetry_Wisdom,QNH[,5
Poetry_Wisdom,RB=/,5
Poetry_Wisdom,RBH[,5
Poetry_Wisdom,RC<=/,5
Poetry_Wisdom,RWY[,5
Poetry_Wisdom,SBB[,5
Poetry_Wisdom,TM=/,5
Poetry_Wisdom,XJH[,5
Poetry_Wisdom,XSJD/,5
Poetry_Wisdom,XWY/,5
Poetry_Wisdom,ZMR[,5
Poetry_Wisdom,<DH/,4
Poetry_Wisdom,<LJWN/,4
Poetry_Wisdom,<MD[,4
Poetry_Wisdom,<P<PJM/,4
Poetry_Wisdom,>BH[,4
Poetry_Wisdom,>JD/,4
Poetry_Wisdom,>MRH/,4
Poetry_Wisdom,>NWC/,4
Poetry_Wisdom,>RK=/,4
Poetry_Wisdom,>WR[,4
Poetry_Wisdom,BHL[,4
Poetry_Wisdom,BXN[,4
Poetry_Wisdom,CB</,4
Poetry_Wisdom,CLM[,4
Poetry_Wisdom,CQR/,4
Poetry_Wisdom,FMXH/,4
Poetry_Wisdom,FXQ[,4
Poetry_Wisdom,GML[,4
Poetry_Wisdom,GRGRT/,4
Poetry_Wisdom,JC/,4
Poetry_Wisdom,JCN=[,4
Poetry_Wisdom,JCR[,4
Poetry_Wisdom,JDH[,4
Poetry_Wisdom,JM/,4
Poetry_Wisdom,JR>[,4
Poetry_Wisdom,JSR[,4
Poetry_Wisdom,KCL[,4
Poetry_Wisdom,KR<[,4
Poetry_Wisdom,KS>/,4
Poetry_Wisdom,KSH[,4
Poetry_Wisdom,LQX/,4
Poetry_Wisdom,LWZ[,4
Poetry_Wisdom,MCL[,4
Poetry_Wisdom,MRMH/,4
Poetry_Wisdom,N>Y[,4
Poetry_Wisdom,NBV[,4
Poetry_Wisdom,PRJ/,4
Poetry_Wisdom,QDM[,4
Poetry_Wisdom,R>CJT/,4
Poetry_Wisdom,RCT/,4
Poetry_Wisdom,RDP[,4
Poetry_Wisdom,RNN[,4
Poetry_Wisdom,RXQ[,4
Poetry_Wisdom,RYWN/,4
Poetry_Wisdom,T>WH/,4
Poetry_Wisdom,TBW>H/,4
Poetry_Wisdom,THWM/,4
Poetry_Wisdom,TMJD/,4
Poetry_Wisdom,TPLH/,4
Poetry_Wisdom,XBL=/,4
Poetry_Wisdom,XNN[,4
Poetry_Wisdom,XPY/,4
Poetry_Wisdom,XRB/,4
Poetry_Wisdom,XV>=/,4
Poetry_Wisdom,XV>T/,4
Poetry_Wisdom,XY/,4
Poetry_Wisdom,XZH[,4
Poetry_Wisdom,YPWR/,4
Poetry_Wisdom,YWR/,4
Poetry_Wisdom,<BD/,3
Poetry_Wisdom,<BD[,3
Poetry_Wisdom,<LY[,3
Poetry_Wisdom,<QC/,3
Poetry_Wisdom,<RK[,3
Poetry_Wisdom,<RMH/,3
Poetry_Wisdom,<WN/,3
Poetry_Wisdom,<YL/,3
Poetry_Wisdom,<YM/,3
Poetry_Wisdom,<Z/,3
Poetry_Wisdom,<ZZ[,3
Poetry_Wisdom,>DJR/,3
Poetry_Wisdom,>DWN/,3
Poetry_Wisdom,>JCWN/,3
Poetry_Wisdom,>WR/,3
Poetry_Wisdom,>YB</,3
Poetry_Wisdom,>YL/,3
Poetry_Wisdom,B<D/,3
Poetry_Wisdom,B<L/,3
Poetry_Wisdom,BFR/,3
Poetry_Wisdom,BQC[,3
Poetry_Wisdom,BQR=/,3
Poetry_Wisdom,BRJT/,3
Poetry_Wisdom,BVN/,3
Poetry_Wisdom,BWR/,3
Poetry_Wisdom,BZH[,3
Poetry_Wisdom,CBR[,3
Poetry_Wisdom,CBV/,3
Poetry_Wisdom,CGH[,3
Poetry_Wisdom,CJR[,3
Poetry_Wisdom,CLWM/,3
Poetry_Wisdom,CM,3
Poetry_Wisdom,CPK[,3
Poetry_Wisdom,CTH[,3
Poetry_Wisdom,CW<[,3
Poetry_Wisdom,CWH[,3
Poetry_Wisdom,CXQ/,3
Poetry_Wisdom,CXR[,3
Poetry_Wisdom,CXT/,3
Poetry_Wisdom,FJM[,3
Poetry_Wisdom,FN>H/,3
Poetry_Wisdom,GBWR/,3
Poetry_Wisdom,GBWRH/,3
Poetry_Wisdom,GWRL/,3
Poetry_Wisdom,HGH[,3
Poetry_Wisdom,HJKL/,3
Poetry_Wisdom,HMH[,3
Poetry_Wisdom,HRG[,3
Poetry_Wisdom,HWD/,3
Poetry_Wisdom,JCR=/,3
Poetry_Wisdom,JJN/,3
Poetry_Wisdom,JKL[,3
Poetry_Wisdom,JLD[,3
Poetry_Wisdom,JQR/,3
Poetry_Wisdom,JSD[,3
Poetry_Wisdom,JWMM,3
Poetry_Wisdom,JXDW,3
Poetry_Wisdom,JXJD/,3
Poetry_Wisdom,KNP/,3
Poetry_Wisdom,KRT[,3
Poetry_Wisdom,KWS/,3
Poetry_Wisdom,KZB/,3
Poetry_Wisdom,L<G[,3
Poetry_Wisdom,L>M/,3
Poetry_Wisdom,LKD[,3
Poetry_Wisdom,M<FH/,3
Poetry_Wisdom,M>D/,3
Poetry_Wisdom,MCJX/,3
Poetry_Wisdom,MCL/,3
Poetry_Wisdom,MFGB/,3
Poetry_Wisdom,MHR[,3
Poetry_Wisdom,MLXMH/,3
Poetry_Wisdom,MN<[,3
Poetry_Wisdom,MSTR/,3
Poetry_Wisdom,MXTH=/,3
Poetry_Wisdom,N<WRJM/,3
Poetry_Wisdom,NFG[,3
Poetry_Wisdom,NGD[,3
Poetry_Wisdom,NQH[,3
Poetry_Wisdom,NSK[,3
Poetry_Wisdom,NXH[,3
Poetry_Wisdom,P<M/,3
Poetry_Wisdom,PR<[,3
Poetry_Wisdom,PT>M,3
Poetry_Wisdom,PWX[,3
Poetry_Wisdom,PZ/,3
Poetry_Wisdom,QCR[,3
Poetry_Wisdom,QCT/,3
Poetry_Wisdom,QDWC/,3
Poetry_Wisdom,QHL/,3
Poetry_Wisdom,QJY[,3
Poetry_Wisdom,QLWN/,3
Poetry_Wisdom,QRT/,3
Poetry_Wisdom,QRWB/,3
Poetry_Wisdom,QWH[,3
Poetry_Wisdom,R<<[,3
Poetry_Wisdom,RBB[,3
Poetry_Wisdom,RXB==/,3
Poetry_Wisdom,RXB[,3
Poetry_Wisdom,RXWQ/,3
Poetry_Wisdom,SBJB/,3
Poetry_Wisdom,THLH/,3
Poetry_Wisdom,TMM[,3
Poetry_Wisdom,TW<BH/,3
Poetry_Wisdom,TWCJH/,3
Poetry_Wisdom,VRP[,3
Poetry_Wisdom,XCK/,3
Poetry_Wisdom,XJL/,3
Poetry_Wisdom,XLQ=/,3
Poetry_Wisdom,XLQ=[,3
Poetry_Wisdom,XLY[,3
Poetry_Wisdom,XMD[,3
Poetry_Wisdom,XNM,3
Poetry_Wisdom,XPY[,3
Poetry_Wisdom,XQQ[,3
Poetry_Wisdom,XRC=[,3
Poetry_Wisdom,XRPH/,3
Poetry_Wisdom,XRWY==/,3
Poetry_Wisdom,XWH[,3
Poetry_Wisdom,XZQ[,3
Poetry_Wisdom,Y<D/,3
Poetry_Wisdom,YRP[,3
Poetry_Wisdom,ZKR/,3
Poetry_Wisdom,<B/,2
Poetry_Wisdom,<CN/,2
Poetry_Wisdom,<CR/,2
Poetry_Wisdom,<CR[,2
Poetry_Wisdom,<DWT/,2
Poetry_Wisdom,<JR/,2
Poetry_Wisdom,<LH[,2
Poetry_Wisdom,<LJLH/,2
Poetry_Wisdom,<NJ=/,2
Poetry_Wisdom,<QCWT/,2
Poetry_Wisdom,<RF/,2
Poetry_Wisdom,<VRT/,2
Poetry_Wisdom,<VR[,2
Poetry_Wisdom,<WD/,2
Poetry_Wisdom,<WLL/,2
Poetry_Wisdom,<WR[,2
Poetry_Wisdom,<Y/,2
Poetry_Wisdom,<YB=/,2
Poetry_Wisdom,<YWM/,2
Poetry_Wisdom,<ZR[,2
Poetry_Wisdom,>BJWN/,2
Poetry_Wisdom,>CR[,2
Poetry_Wisdom,>GR[,2
Poetry_Wisdom,>HBH/,2
Poetry_Wisdom,>HL/,2
Poetry_Wisdom,>JLT=/,2
Poetry_Wisdom,>MR=/,2
Poetry_Wisdom,>MY[,2
Poetry_Wisdom,>PLH/,2
Poetry_Wisdom,>PS/,2
Poetry_Wisdom,>WYR/,2
Poetry_Wisdom,>X/,2
Poetry_Wisdom,>XD/,2
Poetry_Wisdom,>XR=/,2
Poetry_Wisdom,>XRJT/,2
Poetry_Wisdom,>ZN[,2
Poetry_Wisdom,>ZR[,2
Poetry_Wisdom,B<R[,2
Poetry_Wisdom,BD/,2
Poetry_Wisdom,BGD/,2
Poetry_Wisdom,BGD[,2
Poetry_Wisdom,BL<[,2
Poetry_Wisdom,BLJ<L/,2
Poetry_Wisdom,BR=/,2
Poetry_Wisdom,BR==/,2
Poetry_Wisdom,BRD/,2
Poetry_Wisdom,BRR[,2
Poetry_Wisdom,BT/,2
Poetry_Wisdom,BWZ[,2
Poetry_Wisdom,BY<[,2
Poetry_Wisdom,C<CW<JM/,2
Poetry_Wisdom,C>L[,2
Poetry_Wisdom,CB<[,2
Poetry_Wisdom,CLK[,2
Poetry_Wisdom,CLXN/,2
Poetry_Wisdom,CMJNJ/,2
Poetry_Wisdom,CMN/,2
Poetry_Wisdom,CN/,2
Poetry_Wisdom,CQP[,2
Poetry_Wisdom,CW>/,2
Poetry_Wisdom,CW>H/,2
Poetry_Wisdom,CWH=[,2
Poetry_Wisdom,CXD/,2
Poetry_Wisdom,CXT[,2
Poetry_Wisdom,DCN[,2
Poetry_Wisdom,DJN[,2
Poetry_Wisdom,DK/,2
Poetry_Wisdom,DLQ[,2
Poetry_Wisdom,FM>L/,2
Poetry_Wisdom,FVH[,2
Poetry_Wisdom,G<C[,2
Poetry_Wisdom,GBR/,2
Poetry_Wisdom,GDWL/,2
Poetry_Wisdom,GMR[,2
Poetry_Wisdom,GNB[,2
Poetry_Wisdom,GWR[,2
Poetry_Wisdom,GXL/,2
Poetry_Wisdom,GXL=/,2
Poetry_Wisdom,HDR/,2
Poetry_Wisdom,HGJWN/,2
Poetry_Wisdom,HNH==,2
Poetry_Wisdom,JTWM/,2
Poetry_Wisdom,JYB[,2
Poetry_Wisdom,K<S/,2
Poetry_Wisdom,KLB/,2
Poetry_Wisdom,KLH[,2
Poetry_Wisdom,KLJ/,2
Poetry_Wisdom,KLJH/,2
Poetry_Wisdom,KTB[,2
Poetry_Wisdom,KX/,2
Poetry_Wisdom,LBV[,2
Poetry_Wisdom,LJY[,2
Poetry_Wisdom,LWJH/,2
Poetry_Wisdom,LWX/,2
Poetry_Wisdom,LXM=[,2
Poetry_Wisdom,M<JN/,2
Poetry_Wisdom,M>S[,2
Poetry_Wisdom,MCKB/,2
Poetry_Wisdom,MDWN/,2
Poetry_Wisdom,MNT/,2
Poetry_Wisdom,MQWR/,2
Poetry_Wisdom,MRP>/,2
Poetry_Wisdom,MSK[,2
Poetry_Wisdom,MT/,2
Poetry_Wisdom,MW<YH/,2
Poetry_Wisdom,MWSD/,2
Poetry_Wisdom,MWT[,2
Poetry_Wisdom,MXH[,2
Poetry_Wisdom,N<JM/,2
Poetry_Wisdom,N<M[,2
Poetry_Wisdom,N<R/,2
Poetry_Wisdom,NB<[,2
Poetry_Wisdom,NBL[,2
Poetry_Wisdom,NCQ[,2
Poetry_Wisdom,NDR/,2
Poetry_Wisdom,NDX[,2
Poetry_Wisdom,NGH/,2
Poetry_Wisdom,NGJNH/,2
Poetry_Wisdom,NKR/,2
Poetry_Wisdom,NKX=/,2
Poetry_Wisdom,NPT/,2
Poetry_Wisdom,NQP[,2
Poetry_Wisdom,NR/,2
Poetry_Wisdom,NVC[,2
Poetry_Wisdom,NW<[,2
Poetry_Wisdom,NXLH/,2
Poetry_Wisdom,NXL[,2
Poetry_Wisdom,P<LH/,2
Poetry_Wisdom,PL>[,2
Poetry_Wisdom,PLG/,2
Poetry_Wisdom,PLS=[,2
Poetry_Wisdom,PNH=/,2
Poetry_Wisdom,PNJNJM/,2
Poetry_Wisdom,PQD[,2
Poetry_Wisdom,PTL[,2
Poetry_Wisdom,PWQ[,2
Poetry_Wisdom,PWY[,2
Poetry_Wisdom,PX=/,2
Poetry_Wisdom,PXD[,2
Poetry_Wisdom,QDM/,2
Poetry_Wisdom,QJY/,2
Poetry_Wisdom,QR>=[,2
Poetry_Wisdom,QRN/,2
Poetry_Wisdom,QRY[,2
Poetry_Wisdom,QYH=/,2
Poetry_Wisdom,QYJR/,2
Poetry_Wisdom,R<B[,2
Poetry_Wisdom,R<H[,2
Poetry_Wisdom,RGZ[,2
Poetry_Wisdom,RJC/,2
Poetry_Wisdom,RJQ/,2
Poetry_Wisdom,RJQM,2
Poetry_Wisdom,RP>JM/,2
Poetry_Wisdom,RWH[,2
Poetry_Wisdom,RZN[,2
Poetry_Wisdom,S<D[,2
Poetry_Wisdom,STR/,2
Poetry_Wisdom,SWD/,2
Poetry_Wisdom,SWPH/,2
Poetry_Wisdom,SXR/,2
Poetry_Wisdom,T<B[,2
Poetry_Wisdom,T<H[,2
Poetry_Wisdom,TJRWC/,2
Poetry_Wisdom,TNWMH/,2
Poetry_Wisdom,TQWH/,2
Poetry_Wisdom,VB<[,2
Poetry_Wisdom,VBX/,2
Poetry_Wisdom,VHR/,2
Poetry_Wisdom,XBQ[,2
Poetry_Wisdom,XCB[,2
Poetry_Wisdom,XFK[,2
Poetry_Wisdom,XJ/,2
Poetry_Wisdom,XJL[,2
Poetry_Wisdom,XJQ/,2
Poetry_Wisdom,XK/,2
Poetry_Wisdom,XKMWT/,2
Poetry_Wisdom,XLKH/,2
Poetry_Wisdom,XLQ/,2
Poetry_Wisdom,XMH/,2
Poetry_Wisdom,XQ/,2
Poetry_Wisdom,XSR[,2
Poetry_Wisdom,XV>[,2
Poetry_Wisdom,XVP[,2
Poetry_Wisdom,YR/,2
Poetry_Wisdom,YR=/,2
Poetry_Wisdom,ZBX/,2
Poetry_Wisdom,ZNH[,2
Poetry_Wisdom,ZRW</,2
Poetry_Wisdom,<BRH=/,1
Poetry_Wisdom,<BT/,1
Poetry_Wisdom,<CC[,1
Poetry_Wisdom,<CJR/,1
Poetry_Wisdom,<D=/,1
Poetry_Wisdom,<KS/,1
Poetry_Wisdom,<LH/,1
Poetry_Wisdom,<LH=/,1
Poetry_Wisdom,<LJL/,1
Poetry_Wisdom,<LMWT/,1
Poetry_Wisdom,<LM[,1
Poetry_Wisdom,<LS[,1
Poetry_Wisdom,<MD/,1
Poetry_Wisdom,<MQ===/,1
Poetry_Wisdom,<MWD/,1
Poetry_Wisdom,<ND[,1
Poetry_Wisdom,<NQ=/,1
Poetry_Wisdom,<NWH=/,1
Poetry_Wisdom,<NWT/,1
Poetry_Wisdom,<QB/,1
Poetry_Wisdom,<QC[,1
Poetry_Wisdom,<RB/,1
Poetry_Wisdom,<RB===[,1
Poetry_Wisdom,<RB[,1
Poetry_Wisdom,<RP/,1
Poetry_Wisdom,<RPL/,1
Poetry_Wisdom,<RY[,1
Poetry_Wisdom,<TQ=/,1
Poetry_Wisdom,<TQ[,1
Poetry_Wisdom,<WD[,1
Poetry_Wisdom,<WL=/,1
Poetry_Wisdom,<WP[,1
Poetry_Wisdom,<YBH/,1
Poetry_Wisdom,<YBT/,1
Poetry_Wisdom,<YH=/,1
Poetry_Wisdom,<YMH=/,1
Poetry_Wisdom,<Z=/,1
Poetry_Wisdom,<Z===/,1
Poetry_Wisdom,<ZR/,1
Poetry_Wisdom,<ZRH/,1
Poetry_Wisdom,<ZWZ=/,1
Poetry_Wisdom,>BJR/,1
Poetry_Wisdom,>CM[,1
Poetry_Wisdom,>CNB/,1
Poetry_Wisdom,>CR=[,1
Poetry_Wisdom,>CWR=/,1
Poetry_Wisdom,>CWR==/,1
Poetry_Wisdom,>HB/,1
Poetry_Wisdom,>HB=/,1
Poetry_Wisdom,>HL==/,1
Poetry_Wisdom,>JLH/,1
Poetry_Wisdom,>JLWT/,1
Poetry_Wisdom,>K,1
Poetry_Wisdom,>KZRJ/,1
Poetry_Wisdom,>L==/,1
Poetry_Wisdom,>LH=/,1
Poetry_Wisdom,>LP/,1
Poetry_Wisdom,>LWH/,1
Poetry_Wisdom,>LWP=/,1
Poetry_Wisdom,>LX[,1
Poetry_Wisdom,>MLL=/,1
Poetry_Wisdom,>MN[,1
Poetry_Wisdom,>MWN/,1
Poetry_Wisdom,>MWN=/,1
Poetry_Wisdom,>NP[,1
Poetry_Wisdom,>NQH/,1
Poetry_Wisdom,>NXH/,1
Poetry_Wisdom,>PJQ/,1
Poetry_Wisdom,>PL=/,1
Poetry_Wisdom,>PP[,1
Poetry_Wisdom,>RCT/,1
Poetry_Wisdom,>RJ/,1
Poetry_Wisdom,>SM/,1
Poetry_Wisdom,>TH[,1
Poetry_Wisdom,>VWN/,1
Poetry_Wisdom,>WLT/,1
Poetry_Wisdom,>XR/,1
Poetry_Wisdom,>XWR/,1
Poetry_Wisdom,>XWT/,1
Poetry_Wisdom,>XZH/,1
Poetry_Wisdom,B<T[,1
Poetry_Wisdom,B>R/,1
Poetry_Wisdom,BDD/,1
Poetry_Wisdom,BHMH/,1
Poetry_Wisdom,BJN/,1
Poetry_Wisdom,BKJ/,1
Poetry_Wisdom,BLJ/,1
Poetry_Wisdom,BMH/,1
Poetry_Wisdom,BNH[,1
Poetry_Wisdom,BQ<[,1
Poetry_Wisdom,BR===/,1
Poetry_Wisdom,BRQ/,1
Poetry_Wisdom,BRX[,1
Poetry_Wisdom,BRZL/,1
Poetry_Wisdom,BY</,1
Poetry_Wisdom,C<N[,1
Poetry_Wisdom,C>GH/,1
Poetry_Wisdom,C>G[,1
Poetry_Wisdom,C>N[,1
Poetry_Wisdom,C>R/,1
Poetry_Wisdom,CBT[,1
Poetry_Wisdom,CBWT/,1
Poetry_Wisdom,CC/,1
Poetry_Wisdom,CD/,1
Poetry_Wisdom,CD=/,1
Poetry_Wisdom,CDD[,1
Poetry_Wisdom,CGJ>H/,1
Poetry_Wisdom,CGJWN/,1
Poetry_Wisdom,CJRH/,1
Poetry_Wisdom,CJT=/,1
Poetry_Wisdom,CKM/,1
Poetry_Wisdom,CLL/,1
Poetry_Wisdom,CLM/,1
Poetry_Wisdom,CLWH/,1
Poetry_Wisdom,CM</,1
Poetry_Wisdom,CMC/,1
Poetry_Wisdom,CPL[,1
Poetry_Wisdom,CPR[,1
Poetry_Wisdom,CPT[,1
Poetry_Wisdom,CQD[,1
Poetry_Wisdom,CQWJ/,1
Poetry_Wisdom,CQY[,1
Poetry_Wisdom,CR/,1
Poetry_Wisdom,CT/,1
Poetry_Wisdom,CTL[,1
Poetry_Wisdom,CVR[,1
Poetry_Wisdom,CW<==/,1
Poetry_Wisdom,CW<H/,1
Poetry_Wisdom,CWB=[,1
Poetry_Wisdom,CWQ=/,1
Poetry_Wisdom,CWR/,1
Poetry_Wisdom,CWR=/,1
Poetry_Wisdom,CWRR/,1
Poetry_Wisdom,CWX[,1
Poetry_Wisdom,CXQ[,1
Poetry_Wisdom,CXR/,1
Poetry_Wisdom,CXX[,1
Poetry_Wisdom,D>H[,1
Poetry_Wisdom,DBC/,1
Poetry_Wisdom,DBH/,1
Poetry_Wisdom,DBQ[,1
Poetry_Wisdom,DBR=[,1
Poetry_Wisdom,DC>/,1
Poetry_Wisdom,DCN=/,1
Poetry_Wisdom,DD/,1
Poetry_Wisdom,DG/,1
Poetry_Wisdom,DGL[,1
Poetry_Wisdom,DGN/,1
Poetry_Wisdom,DJN/,1
Poetry_Wisdom,DKH[,1
